,Name,Longitude,Latitude,Sector,State,Highest degree offered,Total_enrollment,Fulltime_enrollment,Parttime_enrollment
1361,College of William and Mary,-76.709395,37.27195,"Public, 4-year or above",Virginia,Doctor's degree - research/scholarship and professional practice,8376,7850,526
1362,Regent University,-76.192844,36.800929,"Private not-for-profit, 4-year or above",Virginia,Doctor's degree - research/scholarship and professional practice,5693,2530,3163
1363,Christopher Newport University,-76.486978,37.061502,"Public, 4-year or above",Virginia,Master's degree,5232,5066,166
1364,Emory & Henry College,-81.831737,36.772543,"Private not-for-profit, 4-year or above",Virginia,Master's degree,959,894,65
1365,Eastern Mennonite University,-78.876077,38.478611,"Private not-for-profit, 4-year or above",Virginia,Master's degree,1640,1252,388
1366,Ferrum College,-80.020864,36.926648,"Private not-for-profit, 4-year or above",Virginia,Bachelor's degree,1512,1492,20
1367,George Mason University,-77.30794,38.83088,"Public, 4-year or above",Virginia,Doctor's degree - research/scholarship and professional practice,33917,21421,12496
1368,Hampden-Sydney College,-78.461371,37.242482,"Private not-for-profit, 4-year or above",Virginia,Bachelor's degree,1070,1068,2
1369,Hampton University,-76.337647,37.022084,"Private not-for-profit, 4-year or above",Virginia,Doctor's degree - research/scholarship and professional practice,4622,4116,506
1370,Hollins University,-79.942196,37.354629,"Private not-for-profit, 4-year or above",Virginia,Master's degree,750,616,134
1371,James Madison University,-78.871663,38.435332,"Public, 4-year or above",Virginia,Doctor's degree - research/scholarship and professional practice,20181,18626,1555
1372,Liberty University,-79.179688,37.350345,"Private not-for-profit, 4-year or above",Virginia,Doctor's degree - research/scholarship and professional practice,77338,36353,40985
1373,Longwood University,-78.395789,37.301073,"Public, 4-year or above",Virginia,Master's degree,4960,4265,695
1374,Lynchburg College,-79.184153,37.397678,"Private not-for-profit, 4-year or above",Virginia,Doctor's degree - research/scholarship and professional practice,2713,2335,378
1375,Mary Baldwin College,-79.068325,38.154799,"Private not-for-profit, 4-year or above",Virginia,Master's degree,1711,1149,562
1376,University of Mary Washington,-77.474392,38.302206,"Public, 4-year or above",Virginia,Master's degree,4831,3989,842
1377,Marymount University,-77.128799,38.905552,"Private not-for-profit, 4-year or above",Virginia,Doctor's degree - research/scholarship,3486,2682,804
1378,Norfolk State University,-76.26393,36.848262,"Public, 4-year or above",Virginia,Doctor's degree - research/scholarship and professional practice,6728,5428,1300
1379,Old Dominion University,-76.309653,36.884919,"Public, 4-year or above",Virginia,Doctor's degree - research/scholarship and professional practice,24828,16957,7871
1380,Radford University,-80.549731,37.136914,"Public, 4-year or above",Virginia,Doctor's degree - other,9928,9166,762
1381,Randolph-Macon College,-77.472253,37.749654,"Private not-for-profit, 4-year or above",Virginia,Bachelor's degree,1315,1295,20
1382,Randolph College,-79.17079,37.437429,"Private not-for-profit, 4-year or above",Virginia,Master's degree,682,663,19
1383,University of Richmond,-77.538702,37.577625,"Private not-for-profit, 4-year or above",Virginia,Doctor's degree -  professional practice,4140,3554,586
1384,Roanoke College,-80.056433,37.29686,"Private not-for-profit, 4-year or above",Virginia,Bachelor's degree,2029,1964,65
1385,Shenandoah University,-78.158376,39.166058,"Private not-for-profit, 4-year or above",Virginia,Doctor's degree - research/scholarship and professional practice,4003,2683,1320
1386,Southern Virginia University,-79.350296,37.740669,"Private not-for-profit, 4-year or above",Virginia,Bachelor's degree,662,636,26
1387,Sweet Briar College,-79.079735,37.556317,"Private not-for-profit, 4-year or above",Virginia,Master's degree,710,687,23
1388,The University of Virginia's College at Wise,-82.558728,36.971468,"Public, 4-year or above",Virginia,Bachelor's degree,2291,1471,820
1389,Virginia Intermont College,-82.17614,36.605006,"Private not-for-profit, 4-year or above",Virginia,Bachelor's degree,378,333,45
1390,Virginia Polytechnic Institute and State University,-80.423267,37.228561,"Public, 4-year or above",Virginia,Doctor's degree - research/scholarship and professional practice,31205,28425,2780
1391,Virginia Commonwealth University,-77.453597,37.547631,"Public, 4-year or above",Virginia,Doctor's degree - research/scholarship and professional practice,30974,24803,6171
1392,University of Virginia-Main Campus,-78.502599,38.036546,"Public, 4-year or above",Virginia,Doctor's degree - research/scholarship and professional practice,23464,21086,2378
1393,Virginia Military Institute,-79.435737,37.790644,"Public, 4-year or above",Virginia,Bachelor's degree,1675,1675,0
1394,Virginia State University,-77.419886,37.236453,"Public, 4-year or above",Virginia,Doctor's degree - research/scholarship,5763,5164,599
1395,Virginia Union University,-77.450954,37.561864,"Private not-for-profit, 4-year or above",Virginia,Doctor's degree - other,1749,1700,49
1396,Virginia Wesleyan College,-76.18606,36.868417,"Private not-for-profit, 4-year or above",Virginia,Bachelor's degree,1459,1349,110
1397,Washington and Lee University,-79.445724,37.787832,"Private not-for-profit, 4-year or above",Virginia,Doctor's degree -  professional practice,2277,2273,4
1398,Central Washington University,-120.537716,47.004957,"Public, 4-year or above",Washington,Master's degree,11287,9458,1829
1399,City University of Seattle,-122.344331,47.61734,"Private not-for-profit, 4-year or above",Washington,Doctor's degree - research/scholarship,2368,1367,1001
1400,Eastern Washington University,-117.589371,47.491293,"Public, 4-year or above",Washington,Doctor's degree -  professional practice,12791,10544,2247
1401,The Evergreen State College,-122.977492,47.07382,"Public, 4-year or above",Washington,Master's degree,4398,3955,443
1402,Gonzaga University,-117.403062,47.668144,"Private not-for-profit, 4-year or above",Washington,Doctor's degree - research/scholarship and professional practice,7605,5490,2115
1403,Heritage University,-120.395287,46.374571,"Private not-for-profit, 4-year or above",Washington,Master's degree,1128,719,409
1404,Trinity Lutheran College,-122.207663,47.980328,"Private not-for-profit, 4-year or above",Washington,Bachelor's degree,194,182,12
1405,Northwest University,-122.191505,47.657743,"Private not-for-profit, 4-year or above",Washington,Doctor's degree - research/scholarship,1733,1436,297
1406,Pacific Lutheran University,-122.445372,47.145494,"Private not-for-profit, 4-year or above",Washington,Master's degree,3462,3201,261
1407,University of Puget Sound,-122.479714,47.263651,"Private not-for-profit, 4-year or above",Washington,Doctor's degree -  professional practice,2812,2756,56
1408,Saint Martin's University,-122.815732,47.04328,"Private not-for-profit, 4-year or above",Washington,Master's degree,1787,1193,594
1409,Seattle Pacific University,-122.362923,47.649338,"Private not-for-profit, 4-year or above",Washington,Doctor's degree - research/scholarship,4270,3609,661
1410,Seattle University,-122.3197,47.610138,"Private not-for-profit, 4-year or above",Washington,Doctor's degree - research/scholarship and professional practice,7422,5780,1642
1411,Walla Walla University,-118.389771,46.047,"Private not-for-profit, 4-year or above",Washington,Master's degree,1917,1802,115
1412,Washington State University,-117.158168,46.730448,"Public, 4-year or above",Washington,Doctor's degree - research/scholarship and professional practice,27642,23604,4038
1413,University of Washington-Seattle Campus,-122.313115,47.656213,"Public, 4-year or above",Washington,Doctor's degree - research/scholarship and professional practice,43762,38327,5435
1414,Western Washington University,-122.484873,48.737236,"Public, 4-year or above",Washington,Master's degree,14950,13457,1493
1415,Whitman College,-118.33016,46.07135,"Private not-for-profit, 4-year or above",Washington,Bachelor's degree,1541,1505,36
1416,Whitworth University,-117.418078,47.753699,"Private not-for-profit, 4-year or above",Washington,Master's degree,2569,2373,196
1417,Alderson Broaddus University,-80.047728,39.158067,"Private not-for-profit, 4-year or above",West Virginia,Master's degree,1117,1060,57
1418,Bethany College,-80.56916,40.204594,"Private not-for-profit, 4-year or above",West Virginia,Master's degree,726,718,8
1419,Bluefield State College,-81.235428,37.26688,"Public, 4-year or above",West Virginia,Bachelor's degree,1747,1440,307
1420,University of Charleston,-81.618667,38.332577,"Private not-for-profit, 4-year or above",West Virginia,Doctor's degree -  professional practice,1935,1788,147
1421,Concord University,-81.005694,37.423854,"Public, 4-year or above",West Virginia,Master's degree,2767,2339,428
1422,Davis & Elkins College,-79.846391,38.928693,"Private not-for-profit, 4-year or above",West Virginia,Bachelor's degree,874,847,27
1423,Fairmont State University,-80.161844,39.485925,"Public, 4-year or above",West Virginia,Master's degree,4232,3541,691
1424,Glenville State College,-80.833597,38.935341,"Public, 4-year or above",West Virginia,Bachelor's degree,1850,1114,736
1425,Marshall University,-82.43065,38.42261,"Public, 4-year or above",West Virginia,Doctor's degree - research/scholarship and professional practice,13407,9949,3458
1426,Ohio Valley University,-81.5392,39.31236,"Private not-for-profit, 4-year or above",West Virginia,Master's degree,451,383,68
1427,West Virginia University at Parkersburg,-81.506192,39.216379,"Public, 4-year or above",West Virginia,Bachelor's degree,3461,2128,1333
1428,Shepherd University,-77.804844,39.434319,"Public, 4-year or above",West Virginia,Master's degree,4221,3371,850
1429,West Virginia State University,-81.76802,38.379002,"Public, 4-year or above",West Virginia,Master's degree,2677,1922,755
1430,West Liberty University,-80.604054,40.162473,"Public, 4-year or above",West Virginia,Master's degree,2776,2269,507
1431,West Virginia University Institute of Technology,-81.325199,38.179427,"Public, 4-year or above",West Virginia,Bachelor's degree,1222,967,255
1432,West Virginia Wesleyan College,-80.217094,38.990476,"Private not-for-profit, 4-year or above",West Virginia,Master's degree,1469,1433,36
1433,West Virginia University,-79.953926,39.63468,"Public, 4-year or above",West Virginia,Doctor's degree - research/scholarship and professional practice,29466,25796,3670
1434,Wheeling Jesuit University,-80.690804,40.070873,"Private not-for-profit, 4-year or above",West Virginia,Doctor's degree -  professional practice,1619,1087,532
1435,Alverno College,-87.965498,42.983518,"Private not-for-profit, 4-year or above",Wisconsin,Master's degree,2536,1750,786
1436,Beloit College,-89.03147,42.50363,"Private not-for-profit, 4-year or above",Wisconsin,Bachelor's degree,1306,1254,52
1437,Cardinal Stritch University,-87.909045,43.139752,"Private not-for-profit, 4-year or above",Wisconsin,Doctor's degree - research/scholarship,4407,3988,419
1438,Carroll University,-88.227962,43.004647,"Private not-for-profit, 4-year or above",Wisconsin,Doctor's degree -  professional practice,3534,2901,633
1439,Carthage College,-87.820706,42.622893,"Private not-for-profit, 4-year or above",Wisconsin,Master's degree,2988,2583,405
1440,Concordia University-Wisconsin,-87.916628,43.254217,"Private not-for-profit, 4-year or above",Wisconsin,Doctor's degree -  professional practice,7943,4676,3267
1441,Edgewood College,-89.422122,43.058727,"Private not-for-profit, 4-year or above",Wisconsin,Doctor's degree - research/scholarship and professional practice,2894,1796,1098
1442,Lakeland College,-87.884956,43.841863,"Private not-for-profit, 4-year or above",Wisconsin,Master's degree,3806,1148,2658
1443,Lawrence University,-88.397822,44.261323,"Private not-for-profit, 4-year or above",Wisconsin,Bachelor's degree,1553,1518,35
1444,Maranatha Baptist University,-88.735055,43.195709,"Private not-for-profit, 4-year or above",Wisconsin,Master's degree,1035,717,318
1445,Marian University,-88.420638,43.777411,"Private not-for-profit, 4-year or above",Wisconsin,Doctor's degree - research/scholarship,2188,1384,804
1446,Marquette University,-87.928121,43.038766,"Private not-for-profit, 4-year or above",Wisconsin,Doctor's degree - research/scholarship and professional practice,11782,10164,1618
1447,Milwaukee School of Engineering,-87.907691,43.045364,"Private not-for-profit, 4-year or above",Wisconsin,Master's degree,2658,2341,317
1448,Mount Mary University,-88.030594,43.072303,"Private not-for-profit, 4-year or above",Wisconsin,Doctor's degree -  professional practice,1481,1070,411
1449,Northland International University,-88.095933,45.58114,"Private not-for-profit, 4-year or above",Wisconsin,Doctor's degree - research/scholarship,327,255,72
1450,Northland College,-90.874991,46.578983,"Private not-for-profit, 4-year or above",Wisconsin,Bachelor's degree,552,538,14
